uuid,city,state,ref_link,gallons,description,date,latitude,longitude,accident_type
7b4eb17f-3584-4fb2-95e5-77a9d243cb11,Providence,Rhode Island,N/A,N/A,"A pipeline carrying heating oil was hit by construction workers in East Providence, Rhode Island on August 31, spraying oil on roofs, trees, and pavement, and flowed into storm drains. At least 56,000 US gallons (210,000 L) of oil were spilled.",2011-08-31,41.8239891,-71.4128343,oil
c24b8172-74c6-4ace-acd7-765d5e405477,Cupertino,California,N/A,N/A,"A Cupertino, California condominium was gutted August 31, after a plastic pipeline fitting cracked, filling the garage with natural gas that exploded just minutes after the owner left for lunch. PG&E later found six other plastic pipe failures near the blast site. The line was an especially problematic type of pipe manufactured by DuPont called Aldyl-A. PG&E has 1,231 miles (1,981 km) of the early-1970s-vintage pipe in its system. Federal regulators singled out pre-1973 Aldyl-A starting in 2002 as being at risk of failing because of premature cracking. Explosions caused by failed Aldyl-A and other types of plastic pipe have killed more than 50 people in the United States since 1971, the federal government says.",2011-08-31,37.3229978,-122.0321823,gas
b1e82455-8335-46a2-aa26-c45831a344ce,County,Texas,N/A,N/A,"A 10-inch LPG pipeline failed on September 8 in Mitchell County, Texas. The escaping gas ignited, starting a small brush fire. The cause of the failure was a crack in the weld of a repair sleeve from bending and heat hardening. There were no injuries.",2011-09-08,36.8301318,-101.4339148,oil
4c552db0-14a1-42a3-8c01-a01e104daa8c,Aurelius,New York,N/A,N/A,"On September 20, a farmer digging to lay drainage tile hit a 10-inch gasoline pipeline near Aurelius, New York, spilling about 3,300 US gallons (12 m3) of gasoline. There was no fire or injuries.",2011-09-20,42.9188489,-76.7105632,oil
f7cbc647-33ae-4a02-9141-2b6c1d7dcd02,in,Oklahoma,N/A,N/A,"A 2-inch crude oil gathering pipeline failed in Oklahoma on October 12, spilling about 120 barrels of oil. There were no injuries or fire from the failure.",2011-10-12,35.0077519,-97.092877,oil
02f55d1b-1973-4fba-a13a-4edc9b56c412,County,Pennsylvania,N/A,N/A,"Early on November 3, an explosion and fire hit a gas Columbia Gas Transmission pipeline compressor station at Artemas in Mann Township, Bedford County, Pennsylvania. There were no injuries. The cause was internal corrosion.",2011-11-03,40.8765649,-77.8367282,oil
6068920f-e935-49f1-8604-1c746b25c207,Albany,Indiana,N/A,N/A,"On November 8, a contractor for Vectren Corp. working on a bare gas main replacement project broke a ""short stub"" on the main, then failed to notify New Albany, Indiana authorities about the leak. Gas migrated through the soil, and built up in a nearby house, then exploded. Five people had to be hospitalized.",2011-11-08,40.3008764,-85.2419144,oil
6282c7c5-94a3-40fc-b268-50484592480b,Fairborn,Ohio,N/A,N/A,"A crew working on a waterline hit a gas distribution pipeline in Fairborn, Ohio on November 12, leading to a gas explosion that killed one man, and injured five others, including children.",2011-11-12,39.8208925,-84.0193789,oil
d050befd-0420-457a-94a3-34f6563364ca,Glouster,Ohio,N/A,N/A,"On November 16, a Tennessee Gas Pipeline 36-inch gas transmission pipeline exploded and burned near Glouster, Ohio. Two people were injured, with three houses and a barn destroyed, and a barn damaged. The pipeline failed at a girth weld, with landsliding causing more stress on the weld.",2011-11-16,39.503126,-82.0845892,oil
0fa71ce9-64bf-4756-a0d7-99ecaa2eff8f,a,Tennessee,N/A,N/A,"Late on November 21, a Tennessee Gas Pipeline 24-inch gas transmission pipeline exploded and burned near Batesville, Mississippi. Twenty houses were evacuated for a time, but there were no injuries or major property damage. The pipeline failed at a sleeve over a wrinkle bend installed in 1946.",2011-11-21,35.5174913,-86.5804473,oil
fd27580d-2492-4317-9fa4-0465b80187b4,County,Alabama,N/A,N/A,"On December 3, a Williams Companies gas transmission pipeline exploded and burned in Marengo County, Alabama. A 47-foot section of the pipe was hurled more than 200 feet from the failure area. The gas burned for several hours, and a nearby pipeline was damaged. There were no injuries, or serious property damage. External corrosion was the cause of the failure, due to issues with the pipeline coating, the cathodic protection level, and the local soil corrosiveness.",2011-12-03,33.5038107,-86.8084846,oil
2be4d7fb-2a18-4eea-b8f4-eb835ae714b5,County,Wyoming,N/A,N/A,"On December 6, explosions and fire erupted at a natural gas pipeline compressor station in Sublette County, Wyoming. Two workers were injured.",2011-12-06,42.642052,-78.2020387,gas
b1e83446-6d97-42bf-a67f-5c71098dd1cf,Nemaha,Nebraska,N/A,119000,"On December 10, a landowner using a bulldozer hit an 8-inch and a 12-inch petroleum pipelines near Nemaha, Nebraska, rupturing both lines. The spill size was estimated to be 119,000 gallons of gasoline, jet fuel, and Diesel fuel. Some of the fuels flowed into a creek leading into Jasper Creek. There were questions about the depth of soil coverage for this pipeline.",2011-12-10,40.3383347,-95.6730453,oil
3d182db7-d4d6-4d9a-9602-d1566c4c446e,County,Utah,N/A,N/A,"A 42-inch natural gas transmission pipeline failed and ignited at a valve on December 10 in Cache County, Utah.",2011-12-10,40.0966287,-111.5706786,gas
c88c1eb1-1ee0-4876-b923-8dc00e2642f3,County,Texas,N/A,N/A,"On December 27, controllers for Enterprise Pipeline received an alarm, for a leak on an LPG pipeline. The leak location was found in Loving County, Texas. Repair crew excavated the area, and found a full girth weld failure. During the pipeline repair, a flash fire involving residual pipeline product in the soil occurred, injuring 3 employees, one of whom required in-patient hospitalization. The rupture was attributed to the complete circumferential separation of an acetylene girth weld dating to 1928, and the flash fire was attributed to operator error.",2011-12-27,36.8301318,-101.4339148,oil
9bd2e0bd-566a-448c-9504-6eeb4f391dc6,County,Kentucky,N/A,N/A,"A 30-inch gas pipeline exploded and burned, in Estill County, Kentucky, on the evening of January 2. The rupture created a crater approximately 86 feet long by 22 feet wide, and expelled a number of pieces of pipe as far as 800 feet from the rupture center. Flames were reported reaching over 1,000 feet high. Residents up to a mile away from the failure were evacuated. There were no injuries. The cause was overstress from land movement.",2012-01-02,37.6638744,-87.972681,oil
12d5ee3d-9121-4aad-bb11-2743889cac52,County,Kentucky,N/A,N/A,"A forest fire caused a gas pipeline to explode and burn in Floyd County, Kentucky on January 7. There were no injuries from this incident.",2012-01-07,37.6638744,-87.972681,oil
83cb553a-7325-49ff-bb38-cfba531e45f6,Austin,Texas,N/A,N/A,"On January 9, a man was killed, and another person injured, in a fiery house explosion from a leaking 4-inch cast iron gas main installed in 1950 in Austin, Texas. Gas had been smelled in the area for several weeks prior to this. Gas company crews had looked along the affected property for a leak, but were unable to find it.",2012-01-09,30.267153,-97.7430608,oil
39e80a82-4b50-4783-bbf4-fa683f499306,Wellington,Ohio,N/A,117000,"A Sunoco pipeline ruptured and spilled about 117,000 gallons of gasoline, in Wellington, Ohio, late on January 12. Some residents were evacuated for a week.",2012-01-12,41.1689421,-82.2179354,oil
adb8b321-57da-46e2-a081-ef0eda059619,Vista,California,N/A,N/A,"On January 13, an 8-inch gas pipeline exploded and burned, in a vacant agricultural field, in Rio Vista, California. There were no injuries or evacuations.",2012-01-13,33.2000368,-117.2425355,oil
275fc0df-e446-419f-b510-3466abf9a817,County,Kentucky,N/A,N/A,"A Tennessee Gas Pipeline gas compressor had a major leak ""that sounded like a rocket"" in Powell County, Kentucky, forcing evacuations of nearby residents on January 14. There was no fire or injuries reported.",2012-01-14,37.6638744,-87.972681,oil
bf59bcf4-a582-4aa4-bb7c-c6564ed3b5dd,Haverstraw,New York,N/A,N/A,"A contractor excavating for a communications company caused a massive gas explosion and fire at a condominium complex on January 16 in West Haverstraw, New York, injuring two firefighters and two utility workers. Afterwards, it was found that the excavator's insurance will be insufficient to cover all of the property damage of the incident.",2012-01-16,41.1975947,-73.9645837,oil
5cd4e8ba-2d07-48b5-8f1e-e9d724006c47,Belton,South Carolina,N/A,13500,"On January 18, the original Colonial Pipeline mainline failed in Belton, South Carolina, spilling about 13,500 gallons of petroleum product. The failure was caused by internal corrosion.",2012-01-18,34.5228881,-82.4942948,oil
5790055c-711c-4db7-8d8b-91c1b661d488,Topeka,Kansas,N/A,N/A,"Workers in Topeka, Kansas were installing a yard sprinkler system on January 30, hit a gas line. Gas from the leak later on exploded in a nearby house, burning a 73-year-old woman, who died several weeks later.",2012-01-30,39.0558235,-95.6890185,oil
df021233-a0b1-420a-a151-493624d62c5a,Milwaukee,Wisconsin,N/A,9000,"On January 31, a Shell Oil Company fuel pipeline to the Milwaukee, Wisconsin Mitchell International Airport was found to be leaking. Jet fuel had been smelled for about two weeks in the area, and was found in runoff water in the area. The cause was from external corrosion. About 9,000 gallons of fuel were spilled. In 2014, a Shell employee was scheduled to plead guilty to charges of falsifying records of the pipeline.",2012-01-31,43.0389025,-87.9064736,oil
bbc17502-5b66-4b82-a417-5ebb06ed504a,A,Florida,N/A,N/A,"A Florida Gas Transmission Company 30-inch gas transmission pipeline burst near Baton Rouge, Louisiana on February 13. Residents in the area were evacuated for a time, but there was no fire.",2012-02-13,27.6648274,-81.5157535,oil
47a2bffd-b531-4fd5-9487-9a71bb1f2543,County,Michigan,N/A,800,"On February 15, 2012, in Arenac County, Michigan, oil was discovered in the soil around a 30-inch Enbridge crude oil pipeline. About 800 gallons of crude oil was spilled.",2012-02-15,43.9446996,-85.8486236,oil
b6c81348-5925-40c1-9543-4fdfdb4e9f88,Lenox,Illinois,N/A,N/A,"Two cars that were drag racing went off the road they were on, and crash through a fence and into a crude oil pipeline in New Lenox, Illinois on March 3. The pipeline was ruptured, and the crude oil ignited. Two men from the vehicles were killed, and three others seriously burned.",2012-03-03,40.8559714,-90.6204165,oil
6e62af0a-9ea4-400b-8f20-423acd0d696d,Enid,Oklahoma,N/A,N/A,"On March 5, a leak at an Enid, Oklahoma pipeline storage facility spread propane fumes in the area, forcing evacuations. There was no fire or explosion.",2012-03-05,36.3955891,-97.8783911,oil
12bf0267-7f1b-405b-b325-693cbfb0f10f,Isle,Louisiana,N/A,8400,"A crude oil pipeline leaked near Grand Isle, Louisiana on March 17, spilling as much as 8,400 gallons of crude oil. There were no injuries reported.",2012-03-17,29.2366,-89.9873,oil
15a61b81-e816-40c4-9835-7eda7a474e1e,Township,Pennsylvania,N/A,N/A,"On March 29, an employee accidentally left a valve open during maintenance work on a Williams Companies gas compressor station near Springville Township, Pennsylvania. Later, gas leaked through the valve, causing alarms to evacuate workers in the compressor building. Later, the gas exploded and burned. There were no injuries. It was also found there are no agencies enforcing rules on rural gas facilities in that state.",2012-03-29,40.3059994,-75.7983215,oil
f21eb806-0bef-41f0-90b1-ccd589d32689,Bergen,New Jersey,N/A,N/A,"On April 2, Transcontinental Gas Pipeline Company, reported a leak on their 72nd Street Interstate Transmission Lateral located in North Bergen, New Jersey. Workers discovered a rock in contact with the bottom of the pipe. Upon removing the rock, the pipeline began to leak. There was no fire or injuries reported as a result of this incident.",2012-04-02,40.9262762,-74.07701,oil
eaec3000-d3fb-4f3d-8e20-fde987276078,Gary,Texas,N/A,N/A,"A 12-inch gas pipeline exploded and burned for five hours near Gary, Texas on April 4. There were no injuries, but the rupture site was only 200 feet from that pipeline's compressor station.",2012-04-04,32.031272,-94.3726252,oil
4f36e02d-803b-4bcf-afeb-f97408bd01fd,County,Mississippi,N/A,N/A,"On April 6, two gas company workers were mildly burned when attempting to fix a leak on a 4-inch gas pipeline in DeSoto County, Mississippi. The pipeline exploded and burned during the repairs.",2012-04-06,35.8279728,-90.0746767,oil
62a2bd21-5957-41e5-a151-b97c0cdf1f6d,Parish,Louisiana,N/A,N/A,"A gas pipeline exploded and burned in Terrebonne Parish, Louisiana, on April 9. The accident was reported first by a satellite monitoring the area to the NRC. There were no injuries.",2012-04-09,30.3720903,-92.0986365,oil
d0c1596c-511f-4460-b3b6-c00e1bf579e2,Hinton,Iowa,N/A,N/A,"Two men escaped with only minor burns after a bulldozer they were using hit a 24-inch gas pipeline near Hinton, Iowa on April 25. Authorities later announced the men did not call 811 for an underground utility locate.",2012-04-25,42.6266175,-96.2924857,oil
760d556d-7880-47f8-a8cf-7bd46db5b529,Parish,Louisiana,N/A,117000,"On April 28, an ExxonMobil 20/22-inch-diameter pipeline ruptured near Torbert in Pointe Coupee Parish, Louisiana, about 20 miles west of Baton Rouge, and crude oil spilled into the surrounding area, and flowed into an unnamed tributary connected to Bayou Cholpe. About 117,000 gallons of crude were spilled, with about 37,000 gallons being lost. The pipeline failed due to a manufacturing defect.",2012-04-28,30.3720903,-92.0986365,oil
c47defe4-4f7d-4dca-a93f-808aabc19b22,County,Texas,N/A,N/A,"A 26-inch gas transmission pipeline ruptured on June 6 in a compressor station near Laketon in northeastern Gray County, Texas. Gas escaped from the 50-foot-long rupture, igniting, leaving a crater 30 feet in diameter, burning two acres of agricultural area and telephone poles. There were no injuries.",2012-06-06,36.8301318,-101.4339148,oil
17d5b85b-2d24-4e6b-8a34-4f4a9e373361,Canadian,Texas,N/A,N/A,"On June 8, near Canadian, Texas, a trackhoe operator suffered burns, after a fire from leaking 4-inch gas-gathering pipeline that was undergoing maintenance. Fumes entered the engine of the trackhoe and ignited.",2012-06-08,35.91282,-100.3820772,oil
50ce9edf-4370-480f-bc3b-aa62b82fde9a,Durango,Colorado,N/A,N/A,"A contractor was killed and two others injured after an explosion at a BP gas compressor station in Durango, Colorado on June 25. BP, Halliburton, and the other contractors were fined $7,000 each for safety violations in that work.",2012-06-25,37.27528,-107.8800667,oil
89f0382d-8a0f-4c48-b919-6e4fe52a4b68,Jackson,Wisconsin,N/A,54000,"A West Shore Pipe Line petroleum products pipeline burst near Jackson, Wisconsin on July 17, releasing about 54,000 gallons of gasoline. At least one family self evacuated due to the leak. At least 44 water wells nearby were contaminated from benzine in the gasoline, including a municipal well. A LF-ERW seam failure was suspected as the cause. Further testing revealed that at least 26 other areas on this pipeline needed repairs, with 22 within the Jackson Marsh Wildlife Area.",2012-07-17,43.3238919,-88.1667599,oil
86b60c94-57ae-4fd7-9090-272117771db4,City,Louisiana,N/A,N/A,"A 14-inch gas gathering pipeline exploded and burned on July 18 near Intracoastal City, Louisiana. There were no injuries or major property damage reported.",2012-07-18,39.4489351,-91.0515256,oil
dd47c400-9189-4886-8a85-4eec9278248d,Windsor,New York,N/A,N/A,"On July 23, a compressor station operated by Williams Companies in Windsor, New York was venting gas in a ""routine procedure"" — during a lightning storm — when the vent was ignited by lightning, causing a fireball ""hundreds of feet into the air""",2012-07-23,42.0759128,-75.640462,oil
363fe1f9-f887-4036-a676-847dc0ef07ee,a,Wyoming,N/A,N/A,Four contract workers were injured during a flash fire at a Wyoming gas processing plant on August 22.,2012-08-22,43.0759678,-107.2902839,oil
b8e43537-91f8-406e-af3c-5557764caa68,Heights,Illinois,N/A,42000,"A jet fuel pipeline near Chicago began leaking on August 27. The burst pipeline spilled an estimated 42,000 gallons of jet fuel into a ditch that empties into the Calumet Sag Channel in Palos Heights, Illinois. External corrosion was the cause of the pipeline failure.",2012-08-27,41.9103068,-88.0717353,oil
42623074-7b1f-44cf-a8d5-18bc9b573026,McKinney,Texas,N/A,N/A,"On August 28, a Atmos Energy repair crew struck an 8-inch gas main in McKinney, Texas, causing a fire. Four Atmos workers were treated for injuries. 1,000 Atmos gas customers lost gas service for a time.",2012-08-28,33.1972465,-96.6397822,oil
674a6f43-fdde-4727-b207-ff559a2f9836,Alice,Texas,N/A,N/A,"On September 6, a 10-inch gas gathering pipeline exploded and burned near Alice, Texas. Flames reached 100 feet high, and caused a 10-acre brush fire. There were no injuries.",2012-09-06,27.7522487,-98.0697249,oil
d1a443a4-c86b-48fb-a4e3-ae6958f64640,County,Texas,N/A,N/A,"An explosion and fire hit a Crestwood Midstream Partners gas compressor station in Hood County, Texas on September 6. Heavy damage to a sheet metal building resulted, but, there were no injuries reported to crew there.",2012-09-06,36.8301318,-101.4339148,oil
02623c6b-28ac-450b-9503-c64ced860cc9,A,Colorado,N/A,N/A,"A Colorado Interstate Gas gas compressor in Rio Blanco County, Colorado caught fire on September 11. There were no reported injuries.",2012-09-11,39.5500507,-105.7820674,oil
71cbfe5a-eeee-4d47-a300-ff741a8cde95,Montgomery,New York,N/A,N/A,"On September 24, an excavator struck a 4-inch natural gas line on Route 416 in Montgomery, New York. Escaping gas ignited, and it took 90 minutes before the gas was shut off. There were no injuries.",2012-09-24,41.5275938,-74.236816,gas
b7254478-bb84-4142-ac1d-f931797d87c0,Lewiston,Idaho,N/A,N/A,"The operator of an excavator machine narrowly escaped serious injury in Lewiston, Idaho on November 19, when his machine hit a gas pipeline during road work. The resulting fire destroyed a railroad signal, along with several telephone poles, and road construction equipment. The depth of the pipeline has been misjudged at that location.",2012-11-19,46.4004089,-117.0011889,oil
92270b37-008c-468a-a072-f7fd2753f108,Mokena,Illinois,N/A,38000,"On November 20, about 38,000 gallons of crude oil spilled from an Enbridge pipeline at a tank farm in Mokena, Illinois.",2012-11-20,41.5261437,-87.8892189,oil
5680cade-b0ab-470f-a4f6-c008868b9394,Price,Utah,N/A,N/A,"Two men were injured in an explosion and fire at a natural gas production facility east of Price, Utah on November 20.",2012-11-20,39.5994095,-110.8107148,gas
3a07483b-ef67-47a1-b839-c51f65ba67a5,Springfield,Massachusetts,N/A,N/A,"On November 23, a gas company worker looking for the source of a reported gas leak in a Springfield, Massachusetts strip club pierce a gas line. The gas later exploded, injuring 21, devastating the strip club, and damaging numerous nearby buildings.",2012-11-23,42.1014831,-72.589811,oil
535729f1-976d-4c72-b30a-c59a9c486111,Madera,California,N/A,N/A,"On November 30, a heavy equipment operator punctured a 12-inch gas transmission pipeline, near the city of Madera, California. The adjacent highway, along with several rural roads, was shut down for hours, while houses and businesses in the area were evacuated.",2012-11-30,36.9613356,-120.0607176,oil
ac244c8a-4d1c-493e-8bb0-bbc27cc96361,Worth,Texas,N/A,N/A,"A malfunction in a gas compressor caused a fire on December 4, north of Fort Worth, Texas. There were no injuries.",2012-12-04,32.7554883,-97.3307658,oil
385bf925-72ef-4851-ad0d-497a48033608,Goldsmith,Texas,N/A,N/A,"On December 5, a 16-inch gas pipeline at 500 psi of pressure exploded and burned near a natural gas plant in Goldsmith, Texas. A fireball 250 feet high was created after the explosion, destroying 12 to 15 utility poles, and caliche and rocks the size of bowling balls damaged a road. There were no injuries reported.",2012-12-05,31.9806732,-102.6151505,gas
2ed59c25-7faa-4e5b-a960-33ca22e62d8a,Pocatalico,West Virginia,N/A,N/A,"On December 11, at approximately 12:40pm, a 20-inch gas pipeline owned by NiSource Inc., parent of Columbia Gas, exploded along I-77 between Sissonville and Pocatalico, West Virginia. Several people suffered minor injuries, four houses were destroyed, and other buildings were damaged. Early reports announced the NTSB was investigating as to why alarms in the control room for this pipeline did not sound for this failure.",2012-12-11,38.5124575,-81.8005724,oil
abafc3a1-5a14-4e14-8b8a-c9202d1dbe5d,20-inch,Florida,N/A,N/A,"On December 26, a 20-inch Florida Gas Transmission Company pipeline ruptured near Melbourne, Florida, ejecting a 20-foot section of the pipeline. There was no fire or injuries.",2012-12-26,27.6648274,-81.5157535,oil
86db8d93-b624-48b4-bf38-17c4bff4d49b,Greensboro,North Carolina,N/A,5500,"On January 1, a Colonial Pipeline line was overpressured by improper operation, causing a spill of about 5,500 gallons of petroleum product in Greensboro, North Carolina. About 1,000 gallons of product was not recovered.",2013-01-01,36.0726354,-79.7919754,oil
0313d8dd-d5ab-47a3-bb7b-f1ff7993aa33,Lewisville,Texas,N/A,N/A,"On January 15, a utility crew struck and ruptured a 4-inch gas pipeline in Lewisville, Texas, causing a nearby house to explode later on. The explosion killed a man.",2013-01-15,33.046233,-96.994174,oil
b28fa776-1ab4-422c-a7f9-cae9ca5f56d0,in,Kansas,N/A,N/A,"An independent contractor installing fiber-optic cable for a cable company in Kansas City, Missouri inadvertently struck an underground gas line on February 19. Gas later caught fire, and created an explosion that destroyed a popular local restaurant, killing one of the workers there, and injuring about 15 others near the scene.",2013-02-19,39.011902,-98.4842465,oil
8be584c7-96f0-4bf7-8357-a5c3838578d8,Parish,Louisiana,N/A,N/A,"A tug towing a barge struck and ruptured a Chevron LPG pipeline at Bayou Perot, a marshy area on the borders of Jefferson Parish and Lafourche Parish, Louisiana on March 12. The tug Captain was severely burned when the escaping gas ignited, and died several weeks later from those injuries.",2013-03-12,30.3720903,-92.0986365,oil
068ae0a8-b1ff-444a-a101-f55af498137e,County,Arkansas,N/A,N/A,"On March 8, pipeline equipment failure resulted in a spill of 6,000 barrels of crude oil, in eastern Columbia County, Arkansas.",2013-03-08,34.2354138,-91.2891036,oil
9822473d-15c6-42d9-bf0b-3d4f20a3c3f2,Ogden,Utah,N/A,25000,"On March 18, a Chevron 8-inch petroleum products pipeline ruptured along a seam, spilling Diesel fuel into Willard Bay State Park near Ogden, Utah. Wildlife was coated with Diesel, but, the fuel was prevented from entering into water supply intakes. About 25,000 gallons of Diesel were spilled.",2013-03-18,41.223,-111.9738304,oil
aa0067f0-a2b9-4142-a75d-8d210f4a15f9,County,West Virginia,N/A,N/A,"A Williams Companies 24-inch gas gathering pipeline failed in Marshall County, West Virginia on March 22. There were no injuries.",2013-03-22,39.7068019,-105.0658467,oil
8919a9e8-27b8-41d3-812f-39d15351c098,Mayflower,Arkansas,N/A,300000,"The 2013 Mayflower oil spill occurred when ExxonMobil's 20-inch Pegasus crude oil pipeline spilled near Mayflower, Arkansas on March 29, causing crude to flow through yards and gutters, and towards Lake Conway. Wildlife was coated in some places. Twenty-two houses were evacuated, due to the fumes and fire hazard. Some estimates say the total amount spilled could reach upwards of 300,000 gallons of diluted bitumen were spilled. Hook cracks and extremely low impact toughness in the LF-ERW seam of the pipe were identified as causes of the failure.",2013-03-29,34.9570324,-92.4273785,oil
2e8e8120-9813-4087-8a49-3decee828af4,Guthrie,Oklahoma,N/A,N/A,"On April 4, an explosion and fire occurred at a gas compressor station near Guthrie, Oklahoma. Nearby houses were evacuated. There were no injuries reported.",2013-04-04,35.878937,-97.4253185,oil
93657040-94df-461c-8e97-20af7545b96a,County,West Virginia,N/A,N/A,"A flash fire at a pipeline gas compressor station broke out when natural gas liquids ignited in Tyler County, West Virginia on April 11, seriously burning three workers, two of whom later died. The workers were performing pipeline pigging operations.",2013-04-11,39.7068019,-105.0658467,gas
e8acb035-42be-434e-a9ad-61322799fe01,in,Arkansas,N/A,N/A,"On April 30, the Pegasus oil pipeline spilled a small amount of crude into a residential yard in Ripley County, Missouri, a month after the same pipe spewed thousands of barrels of crude in Arkansas. The Pegasus pipeline was out of service from the Mayflower, Arkansas spill, accounting for the minimal amount of oil spilled in Missouri.",2013-04-30,35.20105,-91.8318334,oil
bfe31ed8-cd25-4920-b774-155bb99a4ebf,Indianapolis,Indiana,N/A,20000,"On May 9, Diesel fuel was detected to be leaking from a Marathon pipeline in Indianapolis, Indiana. Over 20,000 gallons of Diesel leaked, at a slow rate that was not detected by SCADA systems. Cleanup cause a nearby major road to be shut down for five days. There were no injuries reported.",2013-05-09,39.768403,-86.158068,oil
dba6b178-5a7c-46bc-8505-03a704a2952e,Township,Pennsylvania,N/A,N/A,"Late night on May 14, an explosion and fire hit a Williams Companies gas compressor station near Brooklyn Township, Pennsylvania. There were no reported injuries.",2013-05-14,40.3059994,-75.7983215,oil
1ded5400-b10a-449d-b834-297e78ddfc2e,Crockett,Texas,N/A,N/A,"On May 8, the Kinder Morgan Tejas pipeline compressor station near Crockett, Texas, required an emergency shutdown and subsequently had a fire that caused $7,502,188 in property damage.",2013-05-08,31.3182359,-95.4566136,oil
542ae7be-9c97-4ea1-ae8c-22365ab54f05,County,New Jersey,N/A,N/A,"On May 30, two construction workers were injured, when a fire erupted during welding at a Williams Companies natural gas facility in Hunterdon County, New Jersey.",2013-05-30,40.6595001,-74.2883536,gas
100b5b8a-cb2e-4e97-be06-5115ffe88f56,Torrington,Wyoming,N/A,N/A,"A 12-inch gas transmission pipeline failed near Torrington, Wyoming on June 13. LF-ERW seam failure was suspected as cause. There was no fire or injuries.",2013-06-13,42.0624646,-104.1843942,oil
c1076ad6-728e-4799-aeb5-b6c1bd2be144,in,Washington,N/A,N/A,"On June 18, in Washington Parish, Louisiana, a Kinder Morgan Florida Gas Transmission Company 30"" diameter pipeline ruptured and exploded before dawn, jolting residents out of their beds. No one was seriously hurt but 55 homes were evacuated. The blast knocked down trees in an area about 200 yards across and the fire burned those within another 300 yards. ""The ground around the crater is completely bare. The dirt around it is just like it had been cooked in a kiln,"" and an 80-foot section of pipe was destroyed.",2013-06-18,38.9071923,-77.0368707,oil
21d51208-d943-4b77-af24-045143c35cd2,Township,Pennsylvania,N/A,N/A,"On July 4, a fire involved a gas compressor and a nearby ruptured 2-inch gas pipeline in Gilmore Township, Pennsylvania. There were no injuries.",2013-07-04,40.3059994,-75.7983215,oil
21fbe808-1153-4848-90c5-c37468c9e87a,Franklin,Ohio,N/A,N/A,"An 8-inch natural gas pipeline released gas from a rupture at 1,400 psi, for 90 minutes in New Franklin, Ohio on July 22, forcing 75 people to evacuate the area. Afterward, the local Fire Chief said that pipeline owners refused to give information to first responders in previous requests.",2013-07-22,39.5589474,-84.3041074,gas
cf487925-d523-465d-997b-7c7e40cf5b10,Mamaroneck,New York,N/A,N/A,"Early on July 23, a downed 13,000 volt power line sparked a massive gas fire in Mamaroneck, New York when a gas main was damaged by the electricity. Three automobiles were destroyed, and houses were threatened for a time.",2013-07-23,40.9487097,-73.7326309,oil
bfcb062d-ba4c-44f5-8df1-389499a3b7a7,in,Washington,N/A,N/A,"On July 26, a leaking BP 20-inch crude oil pipeline spilled 50 to 100 barrels of crude oil in Washington County, Oklahoma. Some of the crude spilled into a drainage ditch leading to a water reservoir.",2013-07-26,38.9071923,-77.0368707,oil
1a49f1ae-04d6-4968-9ef6-1f056428ee36,Erie,Illinois,N/A,N/A,"On the evening of August 12, a 10-inch NGL pipeline exploded and caused a massive propane-ethane mix fire in Erie, Illinois. A number of nearby residents were evacuated for a while, but, there were no injuries.",2013-08-12,41.6564203,-90.0792859,oil
561789d2-7c00-4527-af3b-218b5af6e306,Austin,Texas,N/A,300,"A leak developed on a valve on Longhorn Pipeline in Austin, Texas during maintenance on August 14, spilling about 300 gallons of crude oil. There were no evacuations.",2013-08-14,30.267153,-97.7430608,oil
ad2bfa38-5e90-4c5b-860a-5dc8d7c9bad5,Park,Kansas,N/A,N/A,"Atmos Energy crews dug into a 4-inch gas pipeline in Overland Park, Kansas on September 2, causing an explosion and fire. There was no major damage or injuries.",2013-09-02,39.112507,-100.3587474,oil
5fac4d31-1a81-46b5-89f2-18f1138093ab,County,Texas,N/A,N/A,"A 10-inch gas gathering pipeline ruptured and burned in Newton County, Texas on September 21. About a dozen people from nearby houses were evacuated for a time. There were no injuries.",2013-09-21,36.8301318,-101.4339148,oil
907f9365-bc8e-4bda-9ff8-780594b19c54,Denton,Texas,N/A,N/A,"On September 24, a Denton TX city water utility worker ruptured a 1/2-inch gas pipeline in Denton, Texas, which immediately caused a fire that gave the worker minor burns. There was no other significant damage.",2013-09-24,33.2148412,-97.1330683,oil
e525511a-3451-41bb-9ad6-73bd50de868f,Tioga,North Dakota,N/A,865000,"A farmer near Tioga, North Dakota smelled oil for several days, before discovering a leaking 6-inch 20-year-old Tesoro pipeline under his wheat field, on September 29. Crews tried to burn off the oil at first. The spill size was estimated at 865,000 gallons, and covered over seven acres. There were no injuries. Corrosion was suspected as being the cause. Governor Jack Dalrymple said he wasn't told of the spill until October 9. In May 2014, it was announced that it would 2 1/2 more years before the spilled crude would be cleaned up.",2013-05-01,48.3972442,-102.938238,oil
08c6a8c4-3225-4980-b298-00a5f964ad25,County,Texas,N/A,N/A,"On October 7, a gas pipeline burst in Howard County, Texas. There was no fire, but, dangerous hydrogen sulfide in the gas forced evacuations of nearby residents. There were no injuries.",2013-10-07,36.8301318,-101.4339148,oil
90b54b18-3b93-467c-995b-71402bb594f2,County,Arkansas,N/A,N/A,"On October 7, authorities were notified of a Lion Oil Trading and Transportation crude oil pipeline leak in Columbia County, Arkansas. It was estimated that the leak started on September 21. Oil spread into a Horsehead Creek tributary.",2013-09-21,34.2354138,-91.2891036,oil
